rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,bin_conf
[8.09 8.09 7.11],28188,9825,9772,8591,11,5,2,4,29,29,51,3
[8.09 8.09 8.09],29299,9677,9822,9800,13,5,3,5,34,34,61,3
[8.09 8.09 8.92],30122,9655,9661,10806,13,5,2,6,33,33,55,3
[8.09 8.92 0.59],21292,9688,10840,764,9,5,3,1,26,25,42,1
[8.09 8.92 2.24],23255,9788,10757,2710,10,4,4,2,28,25,47,1
[8.09 8.92 4.  ],25151,9727,10671,4753,9,5,2,2,25,25,44,3
[8.09 8.92 6.79],28818,9924,10818,8076,12,5,3,4,32,32,57,3
[8.09 8.92 7.11],28750,9659,10662,8429,14,7,3,4,38,31,59,2
[8.09 8.92 8.09],30409,9825,10769,9815,13,5,3,5,34,34,63,3
[8.09 8.92 8.92],30880,9645,10684,10551,12,5,2,5,31,31,54,3
[8.92 0.59 0.59],12130,10742,679,709,7,5,1,1,20,19,27,1
[8.92 0.59 2.24],14290,10807,731,2752,8,6,1,1,23,19,32,2
[8.92 0.59 4.  ],16380,10824,713,4843,10,6,1,3,27,23,37,2
[8.92 0.59 6.79],19497,10725,701,8071,9,5,1,3,24,24,34,3
[8.92 0.59 7.11],19827,10622,701,8504,12,6,1,5,31,31,45,3
[8.92 0.59 8.09],21094,10783,765,9546,11,5,1,5,28,28,41,3
[8.92 0.59 8.92],22204,10710,696,10798,11,5,1,5,28,28,41,3
[8.92 2.24 0.59],14135,10756,2690,689,7,5,1,1,20,20,29,3
[8.92 2.24 2.24],16017,10701,2594,2722,8,5,1,2,22,22,31,3
[8.92 2.24 4.  ],18057,10730,2641,4686,8,5,1,2,22,22,31,3
[8.92 2.24 6.79],21380,10704,2529,8147,10,5,1,4,26,26,37,3
[8.92 2.24 7.11],21906,10726,2692,8488,10,5,1,4,26,26,38,3
[8.92 2.24 8.09],23280,10669,2757,9854,12,6,1,5,31,31,45,3
[8.92 2.24 8.92],23904,10549,2653,10702,12,5,1,6,30,30,44,3
[8.92 4.   0.59],16212,10683,4825,704,8,6,1,1,23,23,34,3
[8.92 4.   2.24],17997,10450,4812,2735,8,6,1,1,23,19,32,2
[8.92 4.   4.  ],20288,10802,4710,4776,10,7,1,2,28,23,35,2
[8.92 4.   6.79],23810,10750,4870,8190,10,5,1,4,26,26,42,3
[8.92 4.   7.11],23823,10611,4741,8471,10,5,1,4,26,26,38,3
[8.92 4.   8.09],25232,10707,4706,9819,12,5,2,5,31,31,50,3
[8.92 4.   8.92],26017,10544,4759,10714,12,5,1,6,30,27,44,2
[8.92 6.79 0.59],19449,10716,8048,685,9,6,1,2,25,21,35,0
[8.92 6.79 2.24],21599,10754,8176,2669,8,5,2,1,23,23,43,3
[8.92 6.79 4.  ],23546,10583,8196,4767,11,5,3,3,30,27,44,1
[8.92 6.79 6.79],27126,10816,8058,8252,11,6,1,4,29,26,42,2
[8.92 6.79 7.11],27454,10632,8218,8604,12,5,2,5,31,31,50,3
[8.92 6.79 8.09],28843,10734,8294,9815,11,5,1,5,28,28,46,3
[8.92 6.79 8.92],29752,10845,8150,10757,14,7,2,5,37,32,54,2
[8.92 7.11 0.59],19885,10545,8633,707,8,5,2,1,23,23,38,3
[8.92 7.11 2.24],22079,10630,8735,2714,11,6,3,2,31,31,56,3
[8.92 7.11 4.  ],24082,10598,8653,4831,10,5,2,3,27,27,47,3
[8.92 7.11 6.79],27491,10762,8543,8186,11,5,2,4,29,29,49,3
[8.92 7.11 7.11],27847,10723,8539,8585,12,6,2,4,32,27,47,2
[8.92 7.11 8.09],28940,10721,8424,9795,13,5,3,5,34,34,61,3
[8.92 7.11 8.92],29792,10602,8412,10778,13,7,1,5,34,29,49,2
[8.92 8.09 0.59],21079,10575,9816,688,10,7,2,1,29,23,39,2
[8.92 8.09 2.24],23102,10793,9724,2585,8,5,2,1,23,23,39,3
[8.92 8.09 4.  ],25450,10717,9868,4865,11,6,3,2,31,26,48,2
[8.92 8.09 6.79],28496,10629,9692,8175,13,7,2,4,35,29,56,2
[8.92 8.09 7.11],29044,10809,9637,8598,12,6,2,4,32,32,53,3
[8.92 8.09 8.09],30227,10696,9643,9888,12,5,2,5,31,27,54,2
[8.92 8.09 8.92],31007,10590,9607,10810,14,5,3,6,36,36,64,3
[8.92 8.92 0.59],22226,10594,10887,745,8,5,2,1,23,23,44,3
[8.92 8.92 2.24],23861,10541,10612,2708,8,5,2,1,23,22,30,1
[8.92 8.92 4.  ],26291,10588,10820,4883,10,5,3,2,28,28,52,3
[8.92 8.92 6.79],29820,10771,10787,8262,11,5,2,4,29,29,53,3
[8.92 8.92 7.11],29593,10588,10572,8433,11,5,2,4,29,29,51,3
[8.92 8.92 8.09],30886,10689,10605,9592,12,5,3,4,32,32,58,3
[8.92 8.92 8.92],32071,10775,10582,10714,13,5,2,6,33,33,58,3

